DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/01/2017,18:00,STATEN ISLAND,10314,40.62036,-74.1317,"(40.62036, -74.1317)",MAINE AVENUE                    ,JEWETT AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3644804,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/01/2017,18:00,QUEENS,11423,40.710915,-73.76256,"(40.710915, -73.76256)",197 STREET                      ,99 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3644572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,18:00,QUEENS,11373,40.734737,-73.87227,"(40.734737, -73.87227)",90 STREET                       ,57 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,,,,3643983,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/01/2017,18:00,QUEENS,11372,40.7525,-73.88954,"(40.7525, -73.88954)",,,34-41     77 STREET                     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,,,,3644236,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,18:00,MANHATTAN,10003,40.73392,-73.9928,"(40.73392, -73.9928)",EAST 12 STREET                  ,UNIVERSITY PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3643342,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/01/2017,18:00,BROOKLYN,11233,40.678375,-73.9265,"(40.678375, -73.9265)",HERKIMER STREET                 ,SUYDAM PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3646163,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,18:00,BROOKLYN,11210,40.631706,-73.94649,"(40.631706, -73.94649)",FLATBUSH AVENUE                 ,AVENUE H,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3646663,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,18:00,BROOKLYN,11201,40.690357,-73.989746,"(40.690357, -73.989746)",BOERUM PLACE                    ,SCHERMERHORN STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Driver Inattention/Distraction,,,,3643210,PASSENGER VEHICLE,,,,
04/01/2017,17:59,BROOKLYN,11235,40.5916,-73.960686,"(40.5916, -73.960686)",CONEY ISLAND AVENUE             ,AVENUE X,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3643948,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/01/2017,17:50,,,40.74273,-73.77943,"(40.74273, -73.77943)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3643149,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/01/2017,17:43,BROOKLYN,11237,40.69663,-73.9174,"(40.69663, -73.9174)",,,226       GROVE STREET                  ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3643260,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
